symbol	entrez_id
ACSM2	348158
SAH	6296
C10ORF129	142827
ACAS2L	84532
ACAS2	55902
ACTA	58
ACTGP5	100462767
ACTC	70
ACTG	71
DFNA20	71
DFNA26	71
ACTGP1	73
ACT1GP1	73
ACTL2	74
ACTGP2	74
ACTGP3	75
ACTGP4	648740
ACTGP6	78
ACTGP7	79
ACTGP8	80
ACTGP9	82
ACTL1	83
ACTGP10	83
POTENP	441783
ACTL3	72
ACTA3	72
ACTL6	51412
C20ORF134	170487
ACTBP13	389120
C14ORF84	161159
FSGS1	81
CTRN2	10120
ACVRLK2	90
ACVRLK4	91
ACVR2	92
ACVRLK1	94
ORW2	94
IDGFL	51816
CECR1	51816
ADAM1	8759
FTNB	2515
CYRN1	1587
CYRN2	1596
ADAM5P	255926
C14ORF96	8755
CORD9	8754
MDC	4185
TACE	6868
C14ORF55	317760
ADAM21P	145241
C20ORF153	80332
ADAMTS7P2	390660
C9ORF8	11093
ADAMTS21	170692
C9ORF94	92949
TSRC1	54507
C1ORF138	574406
THSD6	339366
CENTA1	11033
CENTA2	55803
IFI4	103
G1P1	103
C10ORF109	642394
NCRNA00168	642394
DEADC1	134637
DFNB44	107
ADDL	120
C6ORF103	79747
GPR123	84435
GPR123-AS1	100128127
GPR124	25960
GPR125	166647
BAI1	575
BAI2	576
BAI3	577
GPR133	283383
GPR144	347088
TM7LN3	2015
EMR1	2015
EMR2	30817
EMR3	84658
GPR127	326342
EMR4	326342
EMR4P	326342
CD97	976
GPR110	266977
GPR111	222611
GPR113	165082
GPR115	221393
GPR116	221395
GPR116P1	389740
GPR116P2	441416
GPR56	9289
GPR64	10149
GPR97	222487
GPR112	139378
GPR114	221188
GPR126	57211
GPR128	84873
LPHN1	22859
LPHH1	23266
LPHN2	23266
LPHN3	23284
LPHN3-AS1	101927186
ELTD1	64123
USH2C	84059
MASS1	84059
GPR98	84059
ADH1	124
ADH2	125
ADH3	126
FDH	128
ADH5B	642443
ACDC	9370
C10ORF116	10974
C19ORF76	199800
ZNF508	22850
C10ORF22	84890
ADORA2	135
C22ORF45	646023
ADORA2BP	137
C17ORF48	56985
ADPRHL2	54936
ADRA1C	148
ADRA2	150
ADRA2R	150
ADRA2L1	151
ADRA2RL1	151
ADRA2L2	152
ADRA2RL2	152
ADRB1R	153
ADRB2R	154
ADSSL1	122622
ADSS	159
C6ORF105	84830
ISG20L1	64782
AFAP1AS	84740
AFAP1-AS	84740
KIAA1914	84632
MLLT4	4301
C6ORF124	653483
MLLT4-AS1	653483
AFDN-AS1	653483
PBM1	4299
MLLT2	4299
FMR2	2334
LAF4	3899
LACE1	246269
AFG3	172
AFG3L1	172
SCA28	10939
AFG3L2P	347028
HPAFP	174
CENTG2	116987
CENTG1	116986
CENTG3	116988
CTGLF1	119016
AGAP8	119016
CTGLF5	119016
CTGLF2	729092
CTGLF3	414189
CTGLF4	653268
AGAP7	653268
CTGLF6	642517
AGAP10	653234
CTGLF7	653234
CTGLF10P	653234
CTGLF12P	414224
CTGLF9P	728005
CTGLF11P	653259
AGAP14	653259
HRB	3267
HRBL	3268
MULK	55750
TMEM195	392636
EIF2C1	26523
EIF2C2	27161
CASC7	27161
EIF2C3	192669
EIF2C4	192670
BSCL	10555
C6ORF59	79992
NCRNA00241	79992
AGRIN	375790
SERPINA8	183
AGTR1B	185
SPAT	189
AHCTF1P	285116
C14ORF78	113146
AHH	57491
AHHR	57491
C14ORF3	10598
AHSA2	130872
ERAF	51327
C1ORF80	64853
C9ORF58	83543
PDCD8	9131
NAMSD	9131
AUNX1	9131
AMID	84883
SCYE1	9255
SCYE1P	170547
LCA4	23746
APECED	326
C9ORF172	389813
JUB	84962
AK3L1	50808
AK3L1	205
AK3P1	206
AK3L2	645619
C9ORF98	158067
C6ORF224	221264
AKD2	221264
C6ORF199	221264
AKD1	221264
C18ORF42	642597
PRKA1	8165
LBC	11214
CXYORF3	8227
SFRS17A	8227
AKAP16B	139516
AKAP16BP	139516
C11ORF17	56672
C1ORF108	79647
C6ORF166	55122
C1ORF62	254268
ALDR1	231
ALDRL1	401982
ALDRP	236
ALDRL3	729347
ALDRL4	390402
AKR1B1P	390482
AKR1B11	57016
DDH1	1645
DDH2	1646
TDD	1646
HSD17B5	8644
CHDR	1109
AKR1CL1	340811
SRD5B1	6718
SRD5BP1	80701
AKR1D1P	80701
AKRDC1	83592
AKR1CL2	83592
FTS	64400
ALAS3	211
ALAS	211
ASB	212
PUMB1	216
ALDH1	216
ALDH6	220
ALDH5	219
FTHFD	10840
ALDH3	218
SLS	224
ALDH10	224
ALDH7	221
ALDH8	222
ALDH4	8659
MMSDH	4329
ATQ1	501
ATQL1	541
ATQL2	542
ATQL3	543
ATQL4	544
ALDH7	223
ALDH4	223
ALDH9	223
GSAS	5832
PYCS	5832
SPG9	5832
DIBD1	79796
GLT28D1	79868
CXORF45	79868
FAM150A	389658
FAM150B	285016
ALKBH	8846
OFOXD1	54890
SPATA11	84266
ALMS1L	200420
ALMS1P	200420
ALOX12P	243
ALOX15P	100652883
ALPPL2	251
HOPS	249
ALS2CR6	57679
CART1	8092
FND	257
PFM2	60529
THOC4	10189
ITI	259
ITIL	259
AMD2	263
AMD	263
AMDP1	263
AMG	265
AIH1	265
AMGL	266
FAM123B	139285
FAM123A	219287
FAM123C	205147
AMY1	276
AMY1	277
AMY1	278
AMY2	279
AMY2	280
AMY2P	281
ANAPC10P	729198
C11ORF51	25906
C10ORF104	119504
KIAA0759	23357
ANGPT3	9068
ANGPT5	27329
C19ORF80	55908
ANK	286
LQT4	287
ANKRD5	63926
CCAL2	56172
CMDJ	56172
ANKRD41	126549
KIAA0692	23141
ANKRD13	88455
ANKRD19	138649
ANKRD20A	84210
ANKRD20A2	441430
ANKRD20A3	441425
ANKRD20A4	728747
ANKRD20A5	440482
ANKRD20B	729171
ANKRD20A4P1	100421422
C21ORF81	391267
C21ORF126	391269
CCDC29	728788
THC2	22852
LINC00414	100101938
NCRNA00164	554226
C21ORF110	642460
ANKRD30BP	642460
C21ORF99	149992
C12ORF7	341405
ANKRD34	284615
KIAA1641	57730
ANKRD26L1	84832
ANKRD36BL1	84832
C17ORF73	55018
LINC00483	55018
C20ORF86	140731
ANKS1	23294
SAMD6	203286
ANKRD14	203286
C3ORF16	389161
ORAOV2	55107
TMEM16A	55107
C12ORF3	57101
TMEM16B	57101
C11ORF25	63982
TMEM16C	63982
TMEM16D	121601
TMEM16E	203859
LGMD2L	203859
TMEM16F	196527
PCANAP5	50636
TMEM16G	50636
TMEM16M	101927546
C1ORF224	101927546
ANO7P1	101927546
KIAA1623	57719
TMEM16H	57719
TP53I5	338440
TMEM16J	338440
TMEM16K	55129
KAL	3730
ADMLX	3730
KAL1	3730
ADMLY	3734
KALP	3734
C15ORF1	8125
C15ORF28	80035
NCRNA00321	80035
CD13	290
PEPN	290
C16ORF24	65990
FAM173A	65990
ANX1	301
LPC1	301
ANX2	302
ANX2L4	302
CAL1H	302
LPC2D	302
LPC2A	303
ANX2P1	303
ANX2L1	303
ANX2P2	304
ANX2L2	304
LPC2B	304
ANX2P3	305
ANX2L3	305
LPC2C	305
C5ORF39	389289
ANX3	306
ANX4	307
ENX2	308
ANX5	308
ANX6	309
ANX7	310
ANX8	653145
ANXA8L2	728113
ANX31	8416
ANX11	311
ANX13	312
ABP1	26
ABP	26
C9ORF3	84909
AOX2	344454
C4ORF16	55435
ADTB1	162
CLAPB2	162
ADTB1L1	23782
ADTB1L2	23781
CLAPG1	164
ADTG	164
CLAPS1	1174
EKV3	1174
MRX59	8905
MRXS5	8905
PGS	8905
CLAPA1	160
ADTAA	160
CLAPA2	161
ADTAB	161
ADTB2	163
CLAPB1	163
CLAPM1	1173
CLAPS2	1175
HHC3	1175
CLAPS3	1176
SPG47	10717
C14ORF108	55745
MUDENG	55745
C20ORF29	55317
KIAA0415	9907
MINT1	320
X11L	321
MINT2	321
RIR	322
APCDD1L-AS1	149773
D3F15S2	327
DNF15S2	327
D3S48E	327
APEX	328
API5L1	642812
C2ORF13	200558
AGTRL1	187
C20ORF3	57136
APOBEC3E	140564
C1ORF169	403314
AD2	348
B2G1	350
APOL	8542
FAM121B	79135
CXORF33	139322
FAM121A	139322
AD1	351
RSBN1L-AS1	100505854
AXA1	54840
CO	358
C18ORF16	147429
CHST9-AS1	147429
AQP2L	363
AQP7L	364
AQP12	375318
INSSA3	653437
DHTR	367
SBMA	367
ARAF1	369
ARAF2	644000
ARAFPS	644000
ARAF2P	644000
ARAF3P	285893
CENTD2	116985
CENTD1	116984
CENTD3	64411
COPD	372
SDGF	374
AREGB	374
KIAA0317	9870
ARF2	378
ARF4P	380
ARF1GAP	55738
ZNF289	84364
C6ORF92	57221
KIAA1244	57221
GFI2	394
C14ORF128	84837
FAM7B1	89839
ARHGAP15P	319102
SH3D20	201176
SNX26	115703
GRLF1	2909
C20ORF95	343578
TMEM133	143872
OPHN1P1	266698
HMHA1	23526
GDIA1	396
RAP1GN1	397
GDIA2	397
GDID4	397
MRX46	9459
ARHGEF5L	445328
C9ORF100	84904
C1ORF4	8289
SMARCF1	8289
DRIL1	1820
RBBP1	5926
RBP1L1	51742
C3ORF71	646450
ARIH2P	390844
RP66	23568
ARL2BPL	643898
ARL4	10124
ARL4B	387684
ARL4P	387684
ARL4P2	152709
ARL7	10123
ARF4L	379
ARL5	26225
ARL8	221079
ARL12	390790
BBS3	84100
ARL6IP	23204
ARL6IPP1	100288702
ARL10B	127829
ARL10C	55207
ARL10A	285598
ARL13	392509
ARL2L1	200894
ARF7	80117
C11ORF46	120534
ARFRP2	54622
ARL17P1	51326
ARL17	100506084
LINC02170	100996425
C6ORF81	221481
CXORF35	100131755
NCRNA00082	339541
C1ORF228	339541
C6ORF229	101928603
C10ORF76	79591
C14ORF37	145407
C6ORF211	79624
ARPC3B	87171
C15ORF38	348110
C15ORF38-AP3S2	100526783
ARR1	408
ARR2	409
C9ORF37	85026
ARSC	413
ARSDP	10034
ARSFP	23757
CDPX	415
CDPX1	415
ARSE	415
ARSEP	10033
ARSEP1	10033
RT6	418
DO	420
MRXS1	170302
PRTS	170302
MRX76	170302
MRX54	170302
MRX43	170302
MRX36	170302
MRX29	170302
MRX32	170302
MRX33	170302
MRX38	170302
MRX87	170302
ASAH	427
ASAH2C	653308
DDEF1	50807
DDEF1IT1	29065
DDEF2	8853
DDEFL1	55616
GLC1F	136371
C17ORF65	339201
HELIC1	10973
ASH2L1	9070
ACCN2	41
ACCN	40
ACCN1	40
ACCN3	9311
ACCN4	55515
ACCN5	51802
AGTIL	434
ASLL	436
CXYORF2	80161
NCRNA00105	80161
ASMTLAS	80161
ASMTL-AS	80161
ASNSL1	389652
ASNSL2	442
C14ORF76	374569
MCPH5	259266
ASS	445
ASSP1	442167
ASSP2	447
ASSP3	158452
ASSP4	449
ASSP5	450
ASSP6	451
ASSP7	339845
ASSP8	453
ASSP9	454
ASSP10	455
ASSP11	340274
ASSP12	392302
ASSP13	341230
ASSP14	459
ASTN	460
KIAA1713	80816
C7ORF7	136991
ANKL1	136991
C17ORF41	79915
C6ORF134	79969
CREB2	1386
TXREB	468
TXREBP	469
ATF4P	469
ATF4C	643159
ATF4B	100127952
CREBL1	1388
C14ORF103	55102
APG3L	64422
ATG3P	100135756
AUTL2	115201
APG4A	115201
APG4B	23192
AUTL1	84938
APG4C	84938
AUTL4	84971
APG4D	84971
APG5L	9474
APG7L	10533
APG9L1	79065
NOS3AS	285973
APG10L	83734
APG12L	9140
ATG12P	100151642
KIAA0652	9776
KIAA0831	22863
APG16L	55054
ATG16L	55054
C12ORF44	60673
SPG3	51062
SPG3A	51062
ARL6IP2	64225
ATA	472
ATDC	472
ATC	472
ATD	472
D12S755E	1822
DRPLA	1822
C1ORF203	84852
ATP1A1OS	84852
MHP2	477
DYT12	478
ATP1AL2	480
ATP1B	481
ATP1BL1	485
ATP2A	487
ATP2B	488
DAR	488
LINC00936	338758
SCAX1	492
CLA2	492
MXRA1	493
BCPM	27032
ATP5AL2	498
ATPM	498
ATP5A1	498
ATP5AP1	442416
ATP5A1P5	442416
ATP5AL1	442416
ATP5A1P6	442416
ATP5A1P1	442416
ATP5AP2	504
ATP5A1P2	504
ATP5AP3	645443
ATP5A1P3	645443
ATP5AP4	100129782
ATP5A1P4	100129782
ATP5A1P9	442415
ATP5A1P7	442415
ATP5A1P8	392322
ATP5A1P10	100132619
ATPSB	506
ATP5B	506
ATPSBL1	507
ATP5BL1	507
ATP5BP1	507
ATP5CL1	509
ATP5C	509
ATP5C1	509
ATP5CL2	645560
ATP5C2	645560
ATP5C1P1	645560
ATP5D	513
ATP5E	514
ATP5EP1	23744
ATP5EP2	432369
ATPIF1	93974
ATP5G	516
ATP5G1	516
ATP5GP3	319136
ATP5G1P1	319136
ATP5GP4	319137
ATP5G1P2	319137
ATP5G1P3	646619
ATP5G1P4	100287755
ATP5G1P5	390424
ATP5G1P6	100505704
ATP5G1P7	100130962
ATP5G1P8	100288222
ATP5G2	517
ATP5GP1	520
ATP5G2P1	520
ATP5GP2	319119
ATP5G2P2	319119
ATP5G2P3	100507097
ATP5G2P4	654480
ATP5G3	518
USMG5	84833
USMG5P1	100288307
ATP5I	521
ATP5J2	9551
ATP5J2-PTCD1	100526740
ATP5J2LP	101241877
ATP5J2P2	387107
ATP5J2P3	445573
ATP5J2P4	654485
ATP5J2P5	654484
ATP5J2P6	654486
ATP5L	10632
ATP5K2	267020
ATP5L2	267020
ATP5KP1	53411
ATP5LP1	53411
ATP5KP2	53410
ATP5LP2	53410
ATP5KP3	53409
ATP5LP3	53409
ATP5LP4	100130396
ATP5LP5	100287091
ATP5LP6	100462865
ATP5LP7	100287964
ATP5LP8	100462862
C14ORF2	9556
ATP5F1	515
ATP5F1P1	100422523
ATP5F1P2	645973
ATP5F1P3	644333
ATP5F1P4	100422514
ATP5F1P5	100128516
ATP5F1P6	645440
ATP5F1P7	124496
ATP5H	10476
ATP5HP1	390581
ATP5HP2	138234
ATP5HP3	138864
ATP5HP4	246723
ATP5A	522
ATP5	522
ATPM	522
ATP5J	522
ATP5JP1	359997
ATP5O	539
ATP6S1	537
ATP6IP1	537
ATP6IP2	10159
VPP2	523
ATP6A1	523
ATP6V1A1	523
VPP3	525
ATP6B1	525
VPP3	526
ATP6B2	526
ATP6D	528
ATP6C	528
ATP6M	51382
ATP6E	529
ATP6V1E	529
ATP6EP1	343515
ATP6V1EP1	343515
ATP6EP2	100462844
ATP6V1EP2	100462844
ATP6EL1	729435
ATP6V1EL1	729435
ATP6EL2	90423
ATP6V1EL2	90423
ATP6J	9550
ATP6G1	9550
ATP6V1GP1	319116
ATP6V1GP2	100128541
ATP6G	534
ATP6G2	534
VPP1	535
ATP6N1	535
ATP6N1A	535
ATP6N1B	50617
ATP6N2	50617
RTA1C	50617
ATP6F	533
ATPL	527
ATP6C	527
ATP6L	527
ATCD1	100132978
ATP6D	9114
ATP6D2	245972
ATP6H	8992
ATP6V0E	8992
C7ORF32	155066
ATP6V0E2L	155066
MNK	538
WND	540
FIC1	5205
BRIC	5205
PFIC1	5205
ATP10C	57194
C13ORF35	400165
ATP1AL1	479
ATP13A	57130
PARK9	23400
XRCC6BP1	91419
FAM173B	134145
C2ORF28	51374
RAD54	546
JMS	546
MRX52	546
SCA1	6310
SCA2	6311
TNRC13	6311
SCA3	4287
MJD	4287
SCA7	6314
ATXN7L4	222255
SCA8	6315
KLHL1AS	6315
SCA10	25814
C1ORF135	79000
STK15	6790
STK6	6790
STK6P	6791
AURKAPS1	6791
AURKAPS2	386665
STK12	9212
AURKBPS1	644233
STK13	6795
KIAA0241	23080
ARVP	551
AVPR1	552
AVPR3	553
DIR3	554
DIR	554
DGAT2L3	158833
DGAT2L4	158835
C1ORF125	126859
OAZIN	51582
ADC	113451
B3GALT3	8706
C21ORF88	114041
B3GNT10	100288842
CD57	27087
LEU7	27087
B3GAT3P	402146
B3GALTL	145173
B3GNT1	10678
TMEM3	10331
B3GALT7	374907
GALGT	2583
SPG26	2583
GALGT2	124872
GGTB2	2683
B3GNT1	11041
C8ORF56	157556
BAALCOS	157556
C19ORF62	29086
BRE	9577
BRE-AS1	100302650
BACE	23621
BACE1AS	100379571
AEPLC	25825
C21ORF75	282569
NCRNA00228	282569
C21ORF8	54147
BAT3	7917
MLL3P	85317
BAIAP2-AS1	440465
CDN1	578
BCL2L7P1	600
BCL2L7P2	601
BANF1L1	414169
C20ORF179	140836
BARX1-AS1	101928040
WBSCR9	9031
WBSCR10	9031
NCRNA00081	92482
C14ORF45	80127
CCDC176	80127
BBOX	8424
BBS	583
C12ORF58	79738
C4ORF24	166379
LU	4059
BCT1	586
BCT2	587
CHE1	590
CHE2	590
OVD1A	593
HBPA1	597
C1ORF178	440603
D19S37	602
BCL4	602
ZNF51	604
ZNF62	255877
BCL7	605
EVI9	53335
ZNF856B	64919
CXORF23	256643
BCDO	53630
BCDO1	53630
BCMO1	53630
BCDO2	83875
CXORF10	63035
BCORL2	286554
D22S11	613
BCR1	613
BCR2	400892
BCRL2	400892
BCR3	644165
BCRL6	644165
BCRL3	644165
BCR4	616
BCRL4	616
BCRL5	648980
BDH	622
DHRS6	56898
DHRS6P1	389416
BDNFOS	497258
TFNR	55814
TAF3B1	55814
SCA31	146227
BECN1P1	441925
CXORF20	139105
KIAA1553	57673
CCDC4	389206
C1ORF165	79656
C6ORF65	221336
C10ORF30	222389
VMD2	7439
VMD2L1	54831
VMD2L3	144453
VMD2L2	266675
NGFRAP1	27018
BEXL1	56271
NGFRAP1L1	340542
BHLHB8	168620
TNRC20	27319
BHLHB5	27319
BHLHB4	128408
STRA13	8553
BHLHB2	8553
BHLHB3	79365
CCDC64	92558
CCDC64B	146439
GLTSCR1	29998
GLTSCR1-AS1	106144534
KIAA0240	23506
GLTSCR1L	23506
AMPHL	274
API1	329
API2	330
API4	332
GCN5L1	2647
CNO	55330
MUTED	63915
MUTED-TXNDC5	100526836
PA	26258
PLDN	26258
BLVR	644
FLR	645
C16ORF45	89927
PCGF4	648
PCOLC	649
BMP2A	650
BMP2B	652
VGR	654
BMP8	656
ACVRLK3	657
BMPR1APS1	100421515
BMPR1APS2	100533800
BMPR1B-AS1	100507012
PPH1	659
BMS1L	9790
BMS1LP1	399761
BMS1P5	399761
BMS1LP5	399761
BMS1LP2	642826
BMS1P6	642826
BMS1LP6	642826
BMS1LP3	414217
BMS1LP4	729096
BMS1LP7	100133265
C14ORF17	414763
LINC00516	414763
C7ORF60	154743
BNC	646
BNIP3P	319138
C6ORF222	389384
FAM44B	91272
FAM44A	259282
BOD1L	259282
FAM44C	284257
BOD1P	284257
BOKAS	100379249
C13ORF34	79866
LOH12CR1	118426
C17ORF59	54785
C10ORF32	119032
C10ORF32-ASMT	100528007
MEF2BNB	729991
MEF2BNB-MEF2B	4207
MCNAA	670
PLUNC	51297
C20ORF70	140683
C20ORF71	128861
C20ORF114	92747
C20ORF184	80341
BPIL1	80341
C20ORF185	359710
C20ORF186	149954
BPIL3	128859
C20ORF115	402016
BPIL2	254240
IMPAD1	54928
FALZ	2186
VCY2	9083
BRAFPS2	286494
C7ORF27	221927
BAAT1	221927
FANCD1	675
FACD	675
FANCD	675
CXORF53	79184
BRD2-IT1	6046
NCRNA00094	266655
LINC00094	266655
BRD7P	100288948
TAF3B2	2972
TAF3C	2972
GTF3B	2972
C16ORF79	283870
DBCCR1	1620
DBC1	1620
FAM5B	57795
FAM5C	339479
BXDC2	55299
C3ORF10	55845
C19ORF57	79173
C1ORF58	148362
C11ORF7	9024
STK29	9024
C21ORF107	54014
WDR9	54014
C21ORF87	103091865
NCRNA00257	103091865
BRWD1-IT2	103091865
GNG3LG	26580
SPG17	26580
OK	682
ZNF231	8927
BSN-AS2	100132677
DFNB73	7809
C10ORF87	118663
NACB	689
RAET1J	345829
BTF3L1	690
BTF3L2	652963
BTF3L3	132556
AGMX1	695
IMD1	695
BTN	696
BTN2A3	54718
BUB1L	699
WBSCR22	114049
G10	8896
C6ORF112	154442
BZW1L1	151579
HABP1	708
C1QBPP	54098
C1QG	714
C1QDC2	388581
FAM132A	388581
C21ORF25	25966
TMEM24	9854
FAM148A	145741
FAM148B	388125
KIAA1957	126567
FAM148C	126567
KIAA0528	9847
ALS2CR11	151254
C2ORF27	29798
LINC01125	728537
LINC00694	102724231
C4BP	722
C4BPAL1	727859
C4BPAL2	724
C4BP	725
C5R1	728
GPR77	27202
CFAP418-AS1	100616530
C9ORF108	286223
C9ORF135-AS1	494558
LINC01552	256815
C10ORF115	256815
RPARP-AS1	100505761
LINC00959	387723
LINC01171	643037
C11ORF48	102288414
LINC00371	647166
C14ORF88	56967
C14ORF77	400258
C16ORF6	80262
LIN10	80262
SPG43	83636
PRR17	284739
NCRNA00176	284739
LINC00176	284739
C21ORF120	56245
C21ORF49	54067
C21ORF38	54149
C21ORF14	54149
NCRNA00285	246312
RP17	762
CA5	763
CA5P	764
CA5BL	340591
CA5BP	340591
CALS	767
C9ORF82	79886
C10ORF107	219621
C20ORF150	81928
DFNB93	51475
CABP3	56344
C4ORF35	85438
CABYRP	266954
C9ORF7	11094
VWCD1	57685
CACNL1A4	773
SCA6	773
MHP1	773
MHP	773
CACNL1A5	774
CCHL1A1	775
CACNL1A1	775
CCHL1A2	776
CACNL1A2	776
CACNL1A6	777
CSNB2	778
AIED	778
HOKPP	779
MHS5	779
CACNL1A3	779
CACNL2A	781
CACNA2	781
MHS3	781
LINC01112	781
CACNLB1	782
MYSB	783
CACNLB2	783
CACNLB3	784
CACNLG	786
C19ORF29	58509
C19ORF29OS	404665
C19ORF29-AS1	404665
C10ORF46	143384
TSLC1	23705
IGSF4	23705
IGSF4D	253559
IGSF4B	57863
IGSF4C	199731
CTAG3	285782
CALB	793
CALC1	796
CALC2	797
FAM26C	255022
FAM26B	51063
FAM26A	119395
C6ORF78	221301
FAM26D	221301
C6ORF188	254228
FAM26E	254228
C6ORF187	441168
FAM26F	441168
CALML2	801
CALML1	802
DRD1IP	50632
CAMKA	815
CAMKB	816
CAMKD	817
CAMKG	818
C2ORF34	79823
CAMSAP1L1	23271
KIAA1543	57662
AFCP	822
LGMD2	825
LGMD2A	825
VRNI	726
CAPN10-AS1	101752400
SOLH	6650
CAPN4	826
M11S1	4076
GPIAP1	4076
C1QDC1	65981
CAPZA1P	53338
PSORS2	79092
C9ORF89	84270
ALS2CR8	79800
CARM1L	100130873
LRRC16	55604
LRRC16A	55604
RLTPR	146206
C14ORF121	90668
LRRC16B	90668
MIR143HG	728264
C9ORF41	138199
C9ORF41-AS1	101927380
ATPGD1	57571
CARS	833
CARS-AS1	100852407
CARSP1	100420042
CARSP2	106481707
C10ORF5	255082
LINC00340	401237
LINC00918	643714
LINC01245	103021165
LINC01244	103021164
LINC01373	283854
TNRC8	8573
CASKP	10029
IL1BC	834
NEDD2	835
CASP17P	643733
CASP12P1	100506742
CASP16	197350
CASQ	844
HHC	846
HHC1	846
C20ORF32	57091
GATSL3	652968
GATSL1	729438
GATSL2	729438
GATS	352954
C2ORF62	375307
C14ORF161	79820
TMEM146	257062
C1ORF101	257044
C19ORF15	57828
C11ORF20	25858
TEX40	25858
CAV	857
PTRF	284119
SDPR	8436
PRKCDBP	112464
MURC	347273
C19ORF26	255057
CBL2	867
GIF	2694
ZNF645	158506
CBLNL1	140689
CBR	873
CBWD7	644019
CBX9	100133259
CDCA6	84733
C22ORF2	25776
PGEA1	25776
SPERT	220082
C10ORF130	387707
C10ORF131	387707
KIAA1967	57805
TST1	8030
D10S170	8030
C10ORF68	79741
C15ORF52	388115
CXORF37	28952
C6ORF80	25901
GVQW2	100507462
C15ORF57	90416
CCDC37-AS1	100506907
C3ORF6	152137
DFNA44	152137
C7ORF74	168455
C16ORF25	124093
LINC01279	151887
KIAA1212	55704
CCDC88	283234
KIAA1509	440193
C18ORF14	79839
ACY1L	79839
CCDC144C	348254
C16ORF29	645811
C6ORF184	221262
C6ORF185	221262
CCDC162	221262
C6ORF183	221262
C1ORF231	126661
CCDC163P	126661
C6ORF129	154467
C13ORF40	643677
C13ORF38	728591
C13ORF38-SOHLH2	100526761
C6ORF97	80129
C9ORF93	203238
C10ORF96	374355
C2ORF77	129881
C3ORF19	51244
C14ORF38	729665
C14ORF162	56936
C18ORF34	374864
KIAA1529	100499483
C9ORF174	100499483
C1ORF114	57821
KIAA1984	84960
KIAA1984-AS1	100131193
C12ORF68	387856
C1ORF65	164127
C10ORF118	55088
C16ORF93	90835
C1ORF110	339512
KIAA1407	57577
LINC01183	728586
C14ORF53	440184
NCRNA00238	440184
LINC00238	440184
LINC00521	256369
C14ORF48	256369
C14ORF105	55195
TMEM106A-AS1	100874261
LINC00854	100874261
C12ORF12	196477
C6ORF18	54535
SCYA1	6346
SCYA2	6347
SCYA3	6348
D17S1718	6349
SCYA3L	6349
SCYA3L1	6349
SCYA3L2	390788
CCL3L2	390788
LAG1	6351
SCYA4	6351
SCYA4L	388372
CCL4L	388372
D17S136E	6352
SCYA5	6352
SCYA6	6354
SCYA7	6354
SCYA8	6355
SCYA11	6356
SCYA13	6357
SCYA14	6358
SCYA15	6359
SCYA16	6360
SCYA17	6361
SCYA18	6362
SCYA19	6363
SCYA20	6364
SCYA21	6366
SCYA22	6367
SCYA23	6368
SCYA24	6369
SCYA25	6370
SCYA26	10344
SCYA27	10850
